factor,common,label,prototype,symbol_scope,event_count,q5_minus_q1,top20_minus_bottom20,safe_rate_top20,safe_rate_bottom20,hit_liq_rate_top20,hit_liq_rate_bottom20,monthly_positive_rate,cross_symbol_positive_count,status
breakout_distance_atr,Breakout extension: close distance beyond Donchian55 upper normalized by ATR.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.005381177087668465,0.005381177087668465,0.9559819413092551,0.963882618510158,0.002257336343115124,0.0,0.9333333333333333,4.0,path_safety_candidate
range_atr,Signal-bar range expansion: current 15m range normalized by ATR.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.02257336343115124,-0.02257336343115124,0.9424379232505643,0.9672686230248307,0.002257336343115124,0.0,0.03333333333333333,0.0,risk_only_candidate
range_atr,Signal-bar range expansion: current 15m range normalized by ATR.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.02483069977426644,-0.02483069977426644,0.9424379232505643,0.9672686230248307,0.002257336343115124,0.0,0.2,1.0,risk_only_candidate
range_atr,Signal-bar range expansion: current 15m range normalized by ATR.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.023702031602708784,0.023702031602708784,0.9424379232505643,0.9672686230248307,0.002257336343115124,0.0,0.6,2.0,path_safety_candidate
range_atr,Signal-bar range expansion: current 15m range normalized by ATR.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9424379232505643,0.9672686230248307,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
range_atr,Signal-bar range expansion: current 15m range normalized by ATR.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.002257336343115124,-0.002257336343115124,0.9424379232505643,0.9672686230248307,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
range_atr,Signal-bar range expansion: current 15m range normalized by ATR.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0004145675706891251,-0.0004145675706891251,0.9424379232505643,0.9672686230248307,0.002257336343115124,0.0,0.36666666666666664,1.0,risk_only_candidate
range_atr,Signal-bar range expansion: current 15m range normalized by ATR.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.008592802447671955,0.008592802447671959,0.9424379232505643,0.9672686230248307,0.002257336343115124,0.0,1.0,4.0,path_safety_candidate
body_ratio,Candle conviction: real body share of the full candle range.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.003386004514672636,0.003386004514672636,0.963882618510158,0.8645598194130926,0.002257336343115124,0.0,0.1,2.0,weak_path_safety_candidate
body_ratio,Candle conviction: real body share of the full candle range.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.09932279909706543,0.09932279909706543,0.963882618510158,0.8645598194130926,0.002257336343115124,0.0,0.4666666666666667,4.0,weak_path_safety_candidate
body_ratio,Candle conviction: real body share of the full candle range.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.10383747178329572,0.10383747178329572,0.963882618510158,0.8645598194130926,0.002257336343115124,0.0,0.7666666666666667,4.0,path_safety_candidate
body_ratio,Candle conviction: real body share of the full candle range.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.963882618510158,0.8645598194130926,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
body_ratio,Candle conviction: real body share of the full candle range.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.002257336343115124,-0.002257336343115124,0.963882618510158,0.8645598194130926,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
body_ratio,Candle conviction: real body share of the full candle range.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.00047480964357010614,0.00047480964357010614,0.963882618510158,0.8645598194130926,0.002257336343115124,0.0,0.8,4.0,path_safety_candidate
body_ratio,Candle conviction: real body share of the full candle range.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0022036749815550517,-0.0022036749815550517,0.963882618510158,0.8645598194130926,0.002257336343115124,0.0,0.4,1.0,risk_only_candidate
close_location,Close strength: close location within the 15m high-low range.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.006772009029345272,-0.006772009029345272,0.9367945823927766,0.9446952595936795,0.002257336343115124,0.0,0.06666666666666667,1.0,risk_only_candidate
close_location,Close strength: close location within the 15m high-low range.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.007900677200902928,-0.007900677200902928,0.9367945823927766,0.9446952595936795,0.002257336343115124,0.0,0.26666666666666666,1.0,risk_only_candidate
close_location,Close strength: close location within the 15m high-low range.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,-0.04514672686230248,-0.04514672686230248,0.9367945823927766,0.9446952595936795,0.002257336343115124,0.0,0.43333333333333335,0.0,risk_only_candidate
close_location,Close strength: close location within the 15m high-low range.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9367945823927766,0.9446952595936795,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
close_location,Close strength: close location within the 15m high-low range.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.002257336343115124,-0.002257336343115124,0.9367945823927766,0.9446952595936795,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
close_location,Close strength: close location within the 15m high-low range.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.00013256380839547625,-0.00013256380839547625,0.9367945823927766,0.9446952595936795,0.002257336343115124,0.0,0.43333333333333335,1.0,risk_only_candidate
close_location,Close strength: close location within the 15m high-low range.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.003466235040019616,-0.0034662350400196168,0.9367945823927766,0.9446952595936795,0.002257336343115124,0.0,0.3,1.0,risk_only_candidate
bars_after_breakout,Trend age: number of 15m bars since the Donchian55 breakout state began.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,,,,,,,,,invalid_or_sparse
bars_after_breakout,Trend age: number of 15m bars since the Donchian55 breakout state began.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,,,,,,,,,invalid_or_sparse
bars_after_breakout,Trend age: number of 15m bars since the Donchian55 breakout state began.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,,,,,,,,,invalid_or_sparse
bars_after_breakout,Trend age: number of 15m bars since the Donchian55 breakout state began.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,,,,,,,,,invalid_or_sparse
bars_after_breakout,Trend age: number of 15m bars since the Donchian55 breakout state began.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,,,,,,,,,invalid_or_sparse
bars_after_breakout,Trend age: number of 15m bars since the Donchian55 breakout state began.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,,,,,,,,,invalid_or_sparse
bars_after_breakout,Trend age: number of 15m bars since the Donchian55 breakout state began.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,,,,,,,,,invalid_or_sparse
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.013544018058690765,0.013544018058690765,0.9650112866817155,0.9085778781038375,0.002257336343115124,0.0,0.06666666666666667,2.0,weak_path_safety_candidate
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.05643340857787804,0.05643340857787804,0.9650112866817155,0.9085778781038375,0.002257336343115124,0.0,0.4,4.0,weak_path_safety_candidate
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.06659142212189617,0.06659142212189617,0.9650112866817155,0.9085778781038375,0.002257336343115124,0.0,0.6666666666666666,3.0,path_safety_candidate
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9650112866817155,0.9085778781038375,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.002257336343115124,-0.002257336343115124,0.9650112866817155,0.9085778781038375,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.00010956523214780559,0.00010956523214780559,0.9650112866817155,0.9085778781038375,0.002257336343115124,0.0,0.6333333333333333,3.0,path_safety_candidate
ema_gap_atr,Trend separation: EMA50 distance above EMA200 normalized by ATR.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.00241958777959919,-0.00241958777959919,0.9650112866817155,0.9085778781038375,0.002257336343115124,0.0,0.43333333333333335,0.0,risk_only_candidate
atr_pct,Absolute volatility: ATR as a percentage of close.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.006772009029345383,0.006772009029345383,0.9774266365688488,0.9446952595936795,0.0,0.0,0.0,1.0,weak_path_safety_candidate
atr_pct,Absolute volatility: ATR as a percentage of close.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.03273137697516926,0.03273137697516926,0.9774266365688488,0.9446952595936795,0.0,0.0,0.26666666666666666,3.0,weak_path_safety_candidate
atr_pct,Absolute volatility: ATR as a percentage of close.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.050790067720090315,0.050790067720090315,0.9774266365688488,0.9446952595936795,0.0,0.0,0.7,3.0,path_safety_candidate
atr_pct,Absolute volatility: ATR as a percentage of close.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9774266365688488,0.9446952595936795,0.0,0.0,0.0,0.0,risk_only_candidate
atr_pct,Absolute volatility: ATR as a percentage of close.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9774266365688488,0.9446952595936795,0.0,0.0,0.0,0.0,risk_only_candidate
atr_pct,Absolute volatility: ATR as a percentage of close.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0008714119280074835,-0.0008714119280074835,0.9774266365688488,0.9446952595936795,0.0,0.0,0.13333333333333333,0.0,risk_only_candidate
atr_pct,Absolute volatility: ATR as a percentage of close.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.012798541132361547,0.012798541132361547,0.9774266365688488,0.9446952595936795,0.0,0.0,1.0,4.0,path_safety_candidate
atr_pct_rank,Symbol-level ATR percentage rank within the available internal dataset.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0056433408577878375,-0.0056433408577878375,0.945823927765237,0.9548532731376975,0.002257336343115124,0.0,0.03333333333333333,1.0,risk_only_candidate
atr_pct_rank,Symbol-level ATR percentage rank within the available internal dataset.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.009029345372460473,-0.009029345372460473,0.945823927765237,0.9548532731376975,0.002257336343115124,0.0,0.3,3.0,risk_only_candidate
atr_pct_rank,Symbol-level ATR percentage rank within the available internal dataset.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.020316027088036148,0.020316027088036148,0.945823927765237,0.9548532731376975,0.002257336343115124,0.0,0.6333333333333333,3.0,path_safety_candidate
atr_pct_rank,Symbol-level ATR percentage rank within the available internal dataset.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.945823927765237,0.9548532731376975,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
atr_pct_rank,Symbol-level ATR percentage rank within the available internal dataset.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.002257336343115124,-0.002257336343115124,0.945823927765237,0.9548532731376975,0.002257336343115124,0.0,0.0,0.0,risk_only_candidate
atr_pct_rank,Symbol-level ATR percentage rank within the available internal dataset.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0008928516017175364,-0.0008928516017175364,0.945823927765237,0.9548532731376975,0.002257336343115124,0.0,0.2,0.0,risk_only_candidate
atr_pct_rank,Symbol-level ATR percentage rank within the available internal dataset.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.011026389028123324,0.011026389028123324,0.945823927765237,0.9548532731376975,0.002257336343115124,0.0,1.0,4.0,path_safety_candidate
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.006802721088435382,0.006802721088435382,0.9705215419501134,0.9240362811791383,0.0022675736961451248,0.0,0.1,2.0,weak_path_safety_candidate
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.046485260770975145,0.046485260770975145,0.9705215419501134,0.9240362811791383,0.0022675736961451248,0.0,0.26666666666666666,3.0,weak_path_safety_candidate
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.05102040816326525,0.05102040816326525,0.9705215419501134,0.9240362811791383,0.0022675736961451248,0.0,0.6,3.0,path_safety_candidate
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9705215419501134,0.9240362811791383,0.0022675736961451248,0.0,0.0,0.0,risk_only_candidate
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0022675736961451248,-0.0022675736961451248,0.9705215419501134,0.9240362811791383,0.0022675736961451248,0.0,0.0,0.0,risk_only_candidate
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0003237608340766748,-0.0003237608340766748,0.9705215419501134,0.9240362811791383,0.0022675736961451248,0.0,0.36666666666666664,1.0,risk_only_candidate
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.0084970071057364,0.008497007105736396,0.9705215419501134,0.9240362811791383,0.0022675736961451248,0.0,1.0,4.0,path_safety_candidate
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0011286681715575453,0.0011286681715575453,0.9661399548532731,0.9322799097065463,0.0,0.0,0.03333333333333333,2.0,weak_path_safety_candidate
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0338600451467268,0.0338600451467268,0.9661399548532731,0.9322799097065463,0.0,0.0,0.36666666666666664,3.0,weak_path_safety_candidate
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.038374717832957095,0.038374717832957095,0.9661399548532731,0.9322799097065463,0.0,0.0,0.5333333333333333,3.0,weak_path_safety_candidate
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9661399548532731,0.9322799097065463,0.0,0.0,0.0,0.0,risk_only_candidate
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9661399548532731,0.9322799097065463,0.0,0.0,0.0,0.0,risk_only_candidate
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0003653345976286323,-0.0003653345976286323,0.9661399548532731,0.9322799097065463,0.0,0.0,0.16666666666666666,1.0,risk_only_candidate
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.007192910278235998,0.007192910278235997,0.9661399548532731,0.9322799097065463,0.0,0.0,1.0,4.0,path_safety_candidate
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.030474040632054167,-0.030474040632054167,0.9198645598194131,0.9706546275395034,0.0,0.0,0.0,0.0,risk_only_candidate
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.050790067720090315,-0.050790067720090315,0.9198645598194131,0.9706546275395034,0.0,0.0,0.13333333333333333,0.0,risk_only_candidate
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.0575620767494357,0.0575620767494357,0.9198645598194131,0.9706546275395034,0.0,0.0,0.6666666666666666,3.0,path_safety_candidate
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9198645598194131,0.9706546275395034,0.0,0.0,0.0,0.0,risk_only_candidate
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9198645598194131,0.9706546275395034,0.0,0.0,0.0,0.0,risk_only_candidate
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0011166706059586773,-0.0011166706059586773,0.9198645598194131,0.9706546275395034,0.0,0.0,0.06666666666666667,0.0,risk_only_candidate
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.007470115359224547,0.007470115359224547,0.9198645598194131,0.9706546275395034,0.0,0.0,0.9666666666666667,4.0,path_safety_candidate
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.03160270880361171,-0.03160270880361171,0.9243792325056434,0.9751693002257337,0.0,0.0,0.0,0.0,risk_only_candidate
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.050790067720090315,-0.050790067720090315,0.9243792325056434,0.9751693002257337,0.0,0.0,0.1,0.0,risk_only_candidate
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.04401805869074493,0.04401805869074493,0.9243792325056434,0.9751693002257337,0.0,0.0,0.6666666666666666,3.0,path_safety_candidate
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9243792325056434,0.9751693002257337,0.0,0.0,0.0,0.0,risk_only_candidate
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9243792325056434,0.9751693002257337,0.0,0.0,0.0,0.0,risk_only_candidate
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0011335683609805928,-0.0011335683609805928,0.9243792325056434,0.9751693002257337,0.0,0.0,0.03333333333333333,0.0,risk_only_candidate
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.007449797320921605,0.007449797320921605,0.9243792325056434,0.9751693002257337,0.0,0.0,0.9333333333333333,4.0,path_safety_candidate
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.030474040632054167,-0.030474040632054167,0.9367945823927766,0.9751693002257337,0.0,0.0,0.0,0.0,risk_only_candidate
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.038374717832957095,-0.038374717832957095,0.9367945823927766,0.9751693002257337,0.0,0.0,0.16666666666666666,1.0,risk_only_candidate
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4428,0.03724604966139955,0.03724604966139955,0.9367945823927766,0.9751693002257337,0.0,0.0,0.5333333333333333,3.0,weak_path_safety_candidate
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9367945823927766,0.9751693002257337,0.0,0.0,0.0,0.0,risk_only_candidate
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4428,0.0,0.0,0.9367945823927766,0.9751693002257337,0.0,0.0,0.03333333333333333,0.0,risk_only_candidate
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4428,-0.0011553713158079274,-0.0011553713158079274,0.9367945823927766,0.9751693002257337,0.0,0.0,0.03333333333333333,0.0,risk_only_candidate
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4428,0.008082999081374113,0.008082999081374113,0.9367945823927766,0.9751693002257337,0.0,0.0,1.0,4.0,path_safety_candidate
prior_5m_return,Immediate pre-entry 5-minute close-to-open return.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4428,-0.025959367945823875,-0.025959367945823875,0.9029345372460497,0.9672686230248307,0.0,0.0,0.03333333333333333,0.0,risk_only_candidate
